sentense_clean,my_ent_1,their_ent_1,my_ent_2,their_ent_2,label
Concert goers will have the chance to thank and applaud military members who are veterans of service in Iraq/Afghanistan stationed at Joint Base McGuire Dix Lakehurst as well as Veterans from Camden County.,Iraq,Concert,Camden County,Camden County,0
The International Energy Agency last week singled out the Bakken as one of the main drivers of its forecast for the United States to overtake Saudi Arabia and Russia as the worlds top oil producer by 2017.Refineries are looking to accept this oil.,The International Energy Agency,The International Energy Agency,the United States,the United State,0
"But although Los Angeles Superior Court Judge David Cowan ruled that the public has a right to view the proceedings in a trial that will revolve around the mental competency of the billionaire, Cowan said some testimony could be shielded from the public.",David Cowan,ome,Cowan,testimony,0
 The Hillary Clinton email controversy has given Republicans something they badly need in the final days of the election: an opportunity to go on offense and talk about something other than Donald Trump.,Hillary Clinton,Republican,Donald Trump,Donald Trump,0
President Obama’s view is that attacks like the one on the Pulse nightclub aren’t an existential threat.,President Obama,Obama,None,Pulse,0
"This morning, after initial reports that he might ignore a congressionally mandated deadline, Secretary of State John Kerry did the right thing and acknowledged what has become a global consensus: that ISIS is perpetrating a genocide against Christians and other religious minorities in Iraq and Syria and other countries in the region.",he,John Kerry,Secretary,ISIS,0
"In its quest to build a global empire, Uber has turned to the Middle East for its biggest infusion of cash from a single investor.",Uber,the Middle East,None,infusion,0
"Meanwhile, Doudna and Charpentier’s original CRISPR patent application from May 2012 — the application that has triggered the now ongoing dispute yet to be resolved by the U. S. Patent and Trademark Office ",Doudna,Doudna,Charpentier,the U. S. Patent,0
"Teigen’s husband, singer John Legend, has done his fair share of criticism of the Republican White House hopeful.",Teigen,John Legend,John Legend,White House,0
"Popular homosexual YouTuber Calum McSwiggan reportedly faked an alleged hate crime attack on himself in West Hollywood on Monday, according to the Los Angeles County Sheriff’s Department.",Calum McSwiggan,West Hollywood,himself,the Los Angeles County Sheriff’s Department,0
He emphasized that the NSA's bulk collection of Americans' phone records has not prevented a terror attack.,He,NSA,Americans,American,0
"American companies in China are being hurt by tariffs in the growing trade war between Washington and Beijing, according to a survey of hundreds of firms, prompting the U.S. business lobbies behind the poll to urge the Trump administration to reconsider its approach.",American,Washington,administration,Trump,0
"According to the New York Times, President Obama will seek a $2. 9 billion spending increase for U. S. military operations in Europe.",the New York Times,the New York Time,President Obama,Europe,0
 French centrist presidential candidate Emmanuel Macron’s election campaign took a step forward on Sunday as the Socialist party chose a champion with a agenda and,French,French,Emmanuel Macron,Socialist,0
"An active Ku Klux Klan chapter started in Denver around the same time, which was eventually infiltrated by Dr. Joseph H. P. Westbrook, a Denver resident and early Dearfield booster.",Ku Klux Klan,Ku Klux Klan,Joseph H. P. Westbrook,Dearfield,0
"The documentary film, directed by M. A. Taylor and written and produced by Danny Fleuette and Breitbart News Executive Chairman Stephen K. Bannon, is based on research that first appeared in The New York Times bestselling book, authored by Breitbart News Senior Peter Schweizer.",M. A. Taylor,M. A. Taylor,Danny Fleuette,Peter Schweizer,0
 Donald Trump’s pick to run the Department of Health and Human Services is taking heat for his controversial stock holdings in companies affected by laws he has worked on and voted for.,Donald Trump’s,Donald Trump’,he,the Department of Health and Human Service,0
He added that JERA has made progress in talks with existing long-term LNG sellers to revise clauses that would require splitting the profits from reselling LNG cargoes between JERA and the original seller.,He,JERA,JERA,LNG,0
"Penn’s internal note was titled, ”Lack of American Roots,” and painted media reports about Obama’s time as a child in Hawaii and Indonesia as having exposed ”a very strong weakness for him his roots to basic American values and culture are at best limited.” ",Penn,Penn,Obama,Hawaii,0
A previous version of this piece incorrectly said Reshma Saujani ran for Congress three times.,Reshma Saujani,Reshma Saujani,Congress,Congre,0
"Democrats running for Georgia’s sixth congressional district can typically hope to raise $10, 000 for their campaign.",Democrats,Democrat,Georgia,Georgia,0
"Owen Coyle's side picked up right where they left off when the whistle blew to start the second half and it was 3-1 just seconds into the period when Barnes finished an excellent offensive move with a low laser beam into the bottom right corner, leaving Marin with no chance for a save.",Owen Coyle's,Barne,Barnes,Marin,0
"The continuing acceleration of the number of Syrian refugees brought in to the country by the Obama administration, in an almost recklessly “ ",Syrian,Syrian,Obama administration,Obama,0
"The new estimate of the cost of Sanders’s plan is even more pessimistic than a previous estimate produced by Kenneth Thorpe, a former health official in the Clinton administration.",Sanders,Sanders’,Kenneth Thorpe,Kenneth Thorpe,0
Jacinto Torres emigrated from Mexico nearly four decades ago in search of the American dream.,Jacinto Torres,Mexico,American,American,0
"Joseph Rannazzisi, head of the DEA office responsible for preventing prescription medicine abuse until last year, said drug companies and their lobbyists have a “stranglehold” on Congress to protect a $9bn a year trade in opioid painkillers claiming the lives of nearly 19, 000 people a year.",Joseph Rannazzisi,DEA,DEA,Congre,0
"Even with their best defensive player Draymond Green suspended, the Golden State Warriors were in a close fight with the Cleveland Cavaliers on Monday night in Oakland.",Draymond Green,the Cleveland Cavalier,the Golden State Warriors,Oakland,0
The Census results identify whites as at least 54 percent of 2012 voters in all five Rustbelt states — and no more than 44 percent in any of the Sunbelt states.,Census,Censu,None,Rustbelt,0
"Andy Abboud, a top aide to Mr. Adelson, told Mr. Cruz he was not welcome there, according to two people in the suite who witnessed the exchange.",Andy Abboud,Adelson,Adelson,Cruz,0
"Americans in the market for luxury homes are searching in the French Riviera because of President Trump, according to a real estate expert.",Americans,American,President Trump,the French Riviera,0
"EleVen, a company, is undergoing a serious reboot since Ms. Williams hired two seasoned retail executives last year to help her centralize and take charge of operations.",Williams,EleVen,her,William,0
"I think it's very clear he's lost support in the last week.""As for the lack of public support, Rogers added: ""You have a reluctant commander in chief, first of all, who's trying to come to the American people and say, 'I'm going to do something, but I'm not going to do a lot.'",I,Roger,he,American,0
"A graduate of George Washington University, Baroni got his start in politics before entering law school at the University of Virginia as a driver for Assembly Speaker Chuck Haytaian during Haytaians unsuccessful 1994 campaign to unseat Democrat Frank Lautenberg in the U.S. Senate.",Baroni,George Washington University,Chuck Haytaian,the U.S. Senate,0
"Since Donald Trump’s election to office, attacks in the US have eclipsed those that followed .",Donald Trump’s,Donald Trump’,US,US,0
Carla did not continue with her Rehab programme and is working through her problems with the support of her partner David by her side.,Carla,Carla,David,Rehab,0
His stance on “extreme vetting” and stopping the mass importation of Muslim refugees should be welcomed and enthusiastically embraced by every American Jew.,Muslim,Muslim,American Jew,American,0
"During last years uprising, Salehs government also pulled much of Yemens elite military - including key counterterrorism units - out of remote provincial areas to reinforce the capital.",Salehs,Saleh,Yemens,Yemen,0
"The tally of ISIS terrorists killed by the MOAB bomb dropped Thursday by the U. S. military in Afghanistan is up to 94, Afghan officials say.",ISIS,ISIS,Afghan,Afghanistan,0
